overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style
1.0,False,"11 24, 2012",AQTC623NCESZW,0700099867,Chesty Puller,"I can't tell you what a piece of dog**** this game is. Like everything else Microsoft makes- it doesn't work. When are they going to take a cue from Apple and make things that actually work the first time and every time. To log onto this game they make you jump through a series of hoops that takes like 15 min. to accomplish. If you want another disappointment from Microsoft, buy some ""Games for Windows Live"" games.  I just wanted a simple arcade like driving game when I have a young boy visiting. If that's what you want, don't buy this. If you want to hire a consultant to help you run this game, then buy it.  oh, one more thing, every time I do get this game to play my joystick stops working (there's Windows 7 for you)",Crash 3 is correct name AKA Microsoft,1353715200,,
1.0,True,"07 9, 2012",A2HD75EMZR8QLN,0700099867,123,"Installing the game was a struggle (because of games for windows live bugs).

Some championship races and cars can only be ""unlocked"" by buying them as an addon to the game. I paid nearly 30 dollars when the game was new. I don't like the idea that I have to keep paying to keep playing.

I noticed no improvement in the physics or graphics compared to Dirt 2.

I tossed it in the garbage and vowed never to buy another codemasters game. I'm really tired of arcade style rally/racing games anyway.

I'll continue to get my fix from Richard Burns Rally, and you should to. :)
http://www.amazon.com/Richard-Burns-Rally-PC/dp/B000C97156/ref=sr_1_1?ie=UTF8&qid=1341886844&sr=8-1&keywords=richard+burns+rally

Thank you for reading my review! If you enjoyed it, be sure to rate it as helpful.",Pay to unlock content? I don't think so.,1341792000,9,
3.0,True,"06 9, 2012",A1CB8HH9YJ2YZE,0700099867,TheITMan,"This is a pretty fun game, but you have to buy most of the cars and tracks from the online store. The game claims to provide so much more content, however, the ""scam"" is, that you don't get that content with the game. You need to buy it. If you win races you will get a message saying ""YAY! You can now purchase your new car from the online store!!!""

OMG REALLY??? I CAN SPEND MORE MONEY ON A GAME I ALREADY PAID FOR??? NO WAI!!!!

But overall, if you don't mind playing with the same default cars all the time, it's a pretty fun game. I really only play online mode, which allows you to race against other people. The computer on this game is WAY to easy so single player isn't any fun. You could drive backwords and still beat the computer.",Fun,1339200000,13,
1.0,False,"09 14, 2011",A18YFCLL3GBD0T,0700099867,Tara T.,"I would like give this game 4 or 5 stars, if I could get it to run. Like others the game crashes on start-up or in the game and Codemasters has been absolutely no help in correcting it. Why they can't get their asses in gear (pun intended) and fix it I don't know, but with so many folks reporting the problem it isn't just occasional. I assume they either can't replicate the problem or just don't care. Lacking any help from Codemasters, I've tried the various fan fixes, including uninstalling Rapture 3D. Also tried installing on Vista and Win 7 and that didn't help either, which is a shame since from the other reviews it seems like a great racing sim.",Abysmal support from Codemasters,1315958400,4,
3.0,True,"09 14, 2011",A1DLMTOTHQ4AST,0700099867,ampgreen,"I got this version instead of the PS3 version, which turned out to be a mistake. Console versions of games look 95 percent as good as their PC versions, but you do not have to deal with driver issues and the numerous things that can go wrong with windows. First off the installation takes about 30 minutes, which is ridiculous. I have never had a game take this long to load, Shift 2 took about 20 minutes which seemed too long also. Next many of the latest games for PC are forcing you to have an internet connection in order to install the game, regardless of whether you want to play only offline single player games. Shift 2 unleashed is also like this, so be forewarned. Internet requirements are not prominently displayed on the boxes. The game pushes you, but does not require you to, sign up for a Games For Windows Live account, which is required to get the game patches and updates. More time wasted signing up for that. Finally after about one hour the game was up and running , but the menu screen text had red blocky borders, and the sun in the game screens was ugly pink red, with red reflections on the car and everywhere. So more time spent googling to find a solution to this. I had to download a hot-fix driver update for my AMD videocard driver, which solved that red text and sun problem. Finally after nearly 2 hours I was able to play the game, which is perhaps the prettiest racing game I have ever played. Magnificent graphics, and fun excellent gameplay. Good forcefeedback effects with a steering wheel, and excellent sense of speed and immersion, makes this a top notch sim racer with just a hint of arcade feeling to it.
I was really, finally enjoying the game , when suddenly about 30 minutes in to a race the game suddenly crashed. No error message or anything, it just hung up and crashed to desktop, under windows 7. I later tried it with Windows XP on the same machine, and it crashed less frequently, usually only when exiting the game, but random crashes really kill the fun of a racing game, since it might not crash during an entire 20 lap race or it might crash on the 2nd lap.
It is a great game when it works, and if you are lucky enough to have a machine that it runs stably on then by all means get this game. But hang on to your receipt just in case.
I am tired of fiddling with my computer trying to find a totally reliable setup for this game, so I think I am going to buy a copy for my PS3, which has never crashed, in over 3 years of game playing. I have been buying the top notch PC versions of videogames and spent thousands of dollars over the years on faster videocards and cpu's , but I have finally grown tired of fiddling with incompatibilities of hardware and software, and now game publishers demanding that you have an internet connection as well as providing a long serial number, utilizing gigabytes of harddrive space, 30 minute or longer installation times ( it takes less time to install Windows 7 ) , and requiring you to sign up for their online service and game store, and still you have to put that stupid little DVD in your computer everytime you want to play a simple game to relax. I am pretty much done with PC gaming, since the consoles are so much less hassle, and they have "" good enough "" graphics that the diminishing returns of costly higher resolution better antialiased higher framerate graphics is not worth it. When the PS4 and Xbox 720 come out, I think the law of diminishing returns will be even more evident.","awesome game, if it did not crash frequently !!",1315958400,7,
2.0,True,"12 16, 2015",A391E3PBD96BPL,0804161380,Toy,"Bought for future investing/collecting. Paper included isn't personally signed by the guy,its just a copy. and this actually dropped in price 40% in the last 9 months since I purchased.",Wish I passed this one,1450224000,,{'Format:': ' Hardcover'}
3.0,True,"05 2, 2011",AGKHQA6OATS1E,3828770193,DJ,"This game is way too easy for adults.  For kids, it's great.  I wish they made one for adults though with more difficulty levels.",Eh...kids only,1304294400,,
3.0,True,"07 27, 2017",A2H9EHAOJJFFC0,6050036071,Danb2,this is great if you plan on buying it to use it once and to never use it again,Three Stars,1501113600,,
1.0,True,"03 5, 2017",A2GZZ1FF7I573U,6050036071,damocles,Too much delay and sensitivity out of this microphone for rb4 ps4.  Makes it unplayable.,Delay delay,1488672000,2,
1.0,True,"07 27, 2016",A2ASCP67NRAUJ5,6050036071,J. Kahl,Didnt work for me on xbox one and rockband. Not sure why.  I blame obama.,One Star,1469577600,2,
2.0,True,"03 8, 2016",A2G3TAUPAI5PC2,6050036071,Josh,Awful controller. Tamborine slaps in Rock Band 4 just don't register. Went with the official mic and things are much better now.,Bad mic,1457395200,,
1.0,True,"01 7, 2016",AGNEEGL28N1AD,6050036071,SokeOL,Bad product not working with my xbox and PC,Not buy this product,1452124800,,
1.0,True,"12 8, 2015",A1KIHI72Z4FY0S,6050036071,fabian fraga,Doesn't work with xbox.,One Star,1449532800,,
1.0,True,"11 7, 2015",A38RCHF74MZVQP,6050036071,Ryan G,Absolutely Horrible...It wasn't even Logitech.  It was Konami and it froze my xbox one repeatedly when I unplugged it.  These also sound horrible with Rock Band 4 compared to the mic the game comes with.,Dont waste your money,1446854400,,
1.0,True,"04 12, 2013",A1ZVPEC9L7ASJI,6050036071,Plasmarobo,"I cannot get this thing to work with my Wii Rockband 3.
It might be related to the USB hub that I'm using, but it simply refuses to be detected by the game.

Cosmetically, it's a microphone. Bit on the ugly side.
I would be wary of compatibility issues with this one.",Limited Compatability,1365724800,,
1.0,False,"11 7, 2011",A1IZGZFO1W4UX0,7293000936,Mike Wahl,"I was very disappointed in this item.  We thought we would get a better picture than the standard WII video cables, but definatley took a leap in the wrong direction.  I would not recommend.",Fuzzy picture.,1320624000,,
3.0,True,"04 19, 2010",A37LN4UN41CEVY,7293000936,Brian Glunt,"I was looking for a cheap way to take advantage of the system's 480p capability.  I found this after looking on line and it arrived reasonably fast.  The cable preforms fine except that when ever anything kicks on, ie dishwasher, refrigerator, furnace, in our house I get flicker on the television set.  Now it isn't enough to return the product as I bought cheap and received cheap.  I may go back to the cables that came with the system and live with 480i.

Just beware that when buying cheap you have to remember that you get what you pay for.",You get what you pay for.,1271635200,,
2.0,False,"04 29, 2012",AEAHPQI8H9PJ7,8176503290,Jeremy R. Gleason,"I enjoyed the first Hawx game. However they left out some key things in Hawx 2

1) No coop mode - I really enjoyed that
2) Can't choose your own plane right off the bat. You have to use whatever they tell you.

Those two things will make me not play this game anymore!",Not as good as the first one,1335657600,3,{'Format:': ' DVD-ROM'}
3.0,False,"10 31, 2014",A13T4T3QOSII3I,8176503290,Playgolfandtennis,"Good, not great.  Too scripted and difficult to land after missions.",Three Stars,1414713600,,{'Format:': ' DVD-ROM'}
2.0,True,"03 15, 2013",A2YV0F1VTUGV54,8176503290,John,"I loved the first Hawx PC game when it came out. Playing Hawx 2 got boring after several missions, is just a shame.",Boring,1363305600,,{'Format:': ' DVD-ROM'}
2.0,True,"08 12, 2011",AVXKHQQU1AU24,8565000168,Joseph McKenzie,"It works fine for PS/PS2 controllers, though rumble isn't supported. In analog mode, the D-pad is mapped to buttons 13-16 instead of a hat switch as you might expect. This can mean extra configuration for some games, but it does allow it to register simultaneous presses of opposite directions (eg. left+right), which has always been one of the odd things about PlayStation controllers. In digital mode, the left stick reads as centered but the Z and Z Rotation axes (right stick) are either all the way up or down, which can cause some trouble.

The N64 side doesn't work at all for me. I tried it with both an OEM Nintendo controller and an InterAct MakoPad 64 (both tested and work perfectly with a real N64). With both of them, all buttons and axes (even the ones N64 controllers don't have, like the right stick) constantly press and unpress on their own.

Note that there is a switch on the left side of the unit that switches between N64 and PlayStation modes. Away from you is PlayStation (left/red LED), towards you is N64 (right/green LED). I say this because there are no instructions and the switch is completely unlabeled.","OK for PS/PS2, useless for N64",1313107200,,
